	sub	ses	task	run	desc	regressors	space	meanFD	relMeansRMSMotion	relMaxRMSMotion	meanDVInit	meanDVFinal	nVolCensored	nVolsRemoved	motionDVCorrInit	motionDVCorrFinal	coregDice	coregJaccard	coregCrossCorr	coregCoverage	normDice	normJaccard	normCrossCorr	normCoverage	medianFD	motionExclude	normCrossCorrExclude	fmriExclude
417	10814	2	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.0711113320224719	0.1942598862649988	0.6525316191373794	91.47413366666666	91.47413366666666	0	2	0.7629740552576637	0.7629740552576637	0.9236056629788948	0.8580551116005969	0.9145128039749724	0.9840489304280756	0.9373867360996918	0.8821523012605978	0.918389747750067	0.9742975756974652	0.0483734	0	0	0
418	20255	1	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.1801889283146067	0.3530579074157872	2.2797791844518627	42.14223021468927	42.14223021468927	0	2	0.5804791247588952	0.5804791247588952	0.9071995283429872	0.8301602642680058	0.897301793890667	0.9736982407808809	0.9184799691937724	0.8492491521484666	0.8947323678501464	0.9678189258510428	0.0481599	0	0	0
419	21042	1	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.1223088213483146	0.669197321968717	1.4436789322536363	33.87886392090395	33.87886392090395	0	2	0.6601882401104456	0.6601882401104456	0.9152206676686664	0.8436929432474868	0.9063048456478788	0.9782959008074836	0.9285144173698628	0.8665673457692933	0.9074971156278276	0.9738902719770846	0.0936776	0	0	0
420	20795	1	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.0645029029213483	0.5924878727568781	1.1838433609836228	28.175030689265537	28.175030689265537	0	2	0.115973486874727	0.115973486874727	0.9004573373173971	0.8189380620489172	0.8894264765303798	0.9601401528795682	0.9055860688830314	0.8274621175178045	0.8781188717815805	0.9575337484992532	0.0561009	0	0	0
421	21510	2	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.2403144859550561	2.0982644980131786	3.193281074145525	41.4867893841808	41.4867893841808	0	2	0.8819808177274855	0.8819808177274855	0.9048365060422996	0.8262113474695937	0.8925140326815318	0.9469031187801532	0.9137225583358696	0.8411502653834785	0.887126513080364	0.9502678638977152	0.144168	0	0	0
422	10969	1	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.0410591163483146	0.203389972161619	0.6093856644869815	77.18180217514126	77.18180217514126	0	2	0.7910071132282485	0.7910071132282485	0.9379093680847416	0.8830784679772744	0.9272231841143724	0.9684298361145232	0.9478886211581278	0.9009394254451756	0.9308822737372344	0.964462272529544	0.0277314	0	0	0
423	20613	1	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.097329517977528	0.1942811271114439	0.5658737850863919	46.27460862711864	46.27460862711864	0	2	0.6940346408481501	0.6940346408481501	0.920918746350218	0.8534285469563944	0.9104402748760476	0.9623627546846002	0.935188329972079	0.878266416771669	0.9145792090642244	0.9607761307750918	0.0751977	0	0	0
424	20311	1	rest	2	preproc	template_res-derivative_36-parameter	MNI152	0.1356579488764044	0.2228471990056795	0.6815569227833872	43.31508805649717	43.31508805649717	0	2	0.5201890811547248	0.5201890811547248	0.9176434337300512	0.8478198981066497	0.9082694773170048	0.9787677092558538	0.9322204733934096	0.8730458396744242	0.9119911851695488	0.9736888841211948	0.114697	0	0	0
425	20311	2	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.1331948887640449	0.4272495092401342	1.5492890018456886	42.446038988700565	42.446038988700565	0	2	0.8817394554096947	0.8817394554096947	0.9216669535506848	0.8547145583505085	0.9115794806383178	0.9742962154850708	0.9329017274757117	0.8742416246901735	0.9125855464040916	0.9711017876428124	0.0797454	0	0	0
426	10841	1	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.0392547438764045	0.0786680408788624	0.1625417441914845	82.32507030508475	82.32507030508475	0	2	0.4215925384149665	0.4215925384149665	0.9335420830409336	0.8753670146712088	0.9241172505819611	0.966797028408272	0.9430832743472792	0.8922966696026676	0.9246660515982692	0.9627424018534736	0.0348464	0	0	0
427	10841	2	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.0541437302247191	0.2201718979356742	0.6908782566841208	105.76404631073446	105.76404631073446	0	2	0.7562160234422376	0.7562160234422376	0.929967845898276	0.8691027109171034	0.9210845099759452	0.9650202991498792	0.9392871618290898	0.8855244586732762	0.9200101469383762	0.9648339042202546	0.0462297	0	0	0
428	20915	1	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.1032763288202247	0.4810684270433453	1.6472065537633709	38.98341821468927	38.98341821468927	0	2	0.4450841654878393	0.4450841654878393	0.9087082020819262	0.8326903984942671	0.8983593599361377	0.9723196713214268	0.9255228609504186	0.8613704538833475	0.9036499692923844	0.971745688928697	0.0741939	0	0	0
429	20568	1	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.0758914606741573	0.2724079850729738	0.7413436843981339	38.917098333333335	38.917098333333335	0	2	0.6739678489717449	0.6739678489717449	0.919688068900005	0.8513171450060358	0.9117243326461792	0.9825890154140192	0.9297963482964472	0.8688031916321676	0.9095535833939652	0.978751602990636	0.0603771	0	0	0
430	20388	1	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.0642204776404494	0.3087226785072565	0.5793560845842218	28.818866932203395	28.818866932203395	0	2	0.6478605082791526	0.6478605082791526	0.9106864996608312	0.8360187396716187	0.8982064859466374	0.9621403354391508	0.918871127115412	0.8499182198915359	0.8941815239439119	0.9581052343954192	0.0445631	0	0	0
431	20611	2	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.0843561056179775	0.607587163450174	1.103220956024676	33.15890308474576	33.15890308474576	0	2	0.0672322098178174	0.0672322098178174	0.9292259495022795	0.8678076846094224	0.9195063601808964	0.9809188674160032	0.9427968506522456	0.8917839974596252	0.9252633755565628	0.9764310909312643	0.0723658	0	0	0
432	21362	2	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.0806751792134831	0.3753958696525297	0.7482813121988281	37.46671662711864	37.46671662711864	0	2	0.7900122022255625	0.7900122022255625	0.916340876280682	0.845598819982829	0.9087299985613708	0.9895180137008938	0.9345314873981856	0.8771084986041603	0.9156107940559108	0.9818807560634554	0.0556699	0	0	0
433	21362	2	rest	1	preproc	template_res-derivative_aCompCor	MNI152	0.0806751792134831	0.3753958696525297	0.7482813121988281	37.46671662711864	37.46671662711864	0	2	0.7900122022255625	0.7900122022255625	0.916340876280682	0.845598819982829	0.9087299985613708	0.9895180137008938	0.9345314873981856	0.8771084986041603	0.9156107940559108	0.9818807560634554	0.0556699	0	0	0
434	20065	1	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.2852870887640449	1.652197906737909	3.875030313900009	50.98617588700566	50.98617588700566	0	2	0.7371492315972026	0.7371492315972026	0.9308312066984026	0.8706120235926379	0.921680580840942	0.973785857874887	0.9405461447998446	0.8877650878170182	0.9217832789504616	0.967564214152114	0.192417	0	0	0
435	20065	2	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.0645390570224719	0.367433196938	0.9691596486988922	20.65009520903955	20.65009520903955	0	2	0.7391182975683187	0.7391182975683187	0.919924263196508	0.851721996754639	0.910569105044264	0.986560859596349	0.933140487300905	0.8746610741091033	0.9138955519754596	0.9815963966053858	0.0404167	0	0	0
436	20032	1	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.1129000880898876	0.189087689954405	1.2835111016917615	35.829210898305085	35.829210898305085	0	2	0.7697226159748869	0.7697226159748869	0.9013851985748134	0.8204742894465687	0.8920954817898588	0.9762376623268229	0.9113477498518462	0.8371339422003874	0.8868486942726261	0.9728128819723936	0.0569989	0	0	0
437	20032	2	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.0484714280898876	0.188539906006448	0.3797376173331396	33.17926951412429	33.17926951412429	0	2	0.3464953901031338	0.3464953901031338	0.9143570295363996	0.8422262699733996	0.9052719661265012	0.9793962925292472	0.9228234626254008	0.8567058700281358	0.9005798227421741	0.9734682846245416	0.0457684	0	0	0
438	11329	2	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.0374883080337078	0.1840057751437705	0.4387722379567901	89.62761494350282	89.62761494350282	0	2	0.483709119822639	0.483709119822639	0.9140392052050882	0.8416871120818945	0.9025590265674572	0.9634556467232456	0.9241550014596016	0.8590038553076003	0.9009607773615508	0.9614315961297344	0.0286381	0	0	0
439	20213	2	rest	1	preproc	template_res-derivative_36-parameter	MNI152	0.0716157155056179	0.140011348799559	0.4849139671490604	38.54106133333334	38.54106133333334	0	2	0.4186385870956876	0.4186385870956876	0.9188303225240624	0.8498484018430231	0.9104972706068688	0.9891244969761482	0.9353872216164076	0.8786173157123018	0.9167047967951116	0.9824274087851512	0.0626767	0	0	0
